	Emu_protein	Hmi_protein	Mco_protein
OG0001439	EmuJ_000091000.1	HmN_000199800.1	MCOS_0000765701-mRNA-1
OG0001440	EmuJ_000091500.1	HmN_000709000.1	MCOS_0000041301-mRNA-1
OG0001441	EmuJ_000091600.1	HmN_000709200.1	MCOS_0000041201-mRNA-1
OG0001442	EmuJ_000091700.1	HmN_000709300.1	MCOS_0000041101-mRNA-1
OG0001443	EmuJ_000091800.1	HmN_000709500.1	MCOS_0000041001-mRNA-1
OG0001444	EmuJ_000092500.1	HmN_000234300.1	MCOS_0000111901-mRNA-1
OG0001445	EmuJ_000092800.1	HmN_000231500.1	MCOS_0000217101-mRNA-1
OG0001446	EmuJ_000092900.1	HmN_000231600.1	MCOS_0000217201-mRNA-1
OG0001447	EmuJ_000093200.1	HmN_000232000.1	MCOS_0000774201-mRNA-1
OG0001448	EmuJ_000093300.1	HmN_000232150.1	MCOS_0000774301-mRNA-1
OG0001449	EmuJ_000093400.1	HmN_000232400.1	MCOS_0000774401-mRNA-1
OG0001450	EmuJ_000093900.1	HmN_000232700.1	MCOS_0000112201-mRNA-1
OG0001451	EmuJ_000094000.1	HmN_000232800.1	MCOS_0000112301-mRNA-1
OG0001452	EmuJ_000094300.1	HmN_000233400.1	MCOS_0000112801-mRNA-1
OG0001453	EmuJ_000094400.1	HmN_000233500.1	MCOS_0000112701-mRNA-1
OG0001454	EmuJ_000094600.1	HmN_000233300.1	MCOS_0000112501-mRNA-1
OG0001455	EmuJ_000094700.1	HmN_000233200.1	MCOS_0000313901-mRNA-1
OG0001456	EmuJ_000094800.1	HmN_002217600.1	MCOS_0000112401-mRNA-1
OG0001457	EmuJ_000095000.1	HmN_000233100.1	MCOS_0000313801-mRNA-1
OG0001458	EmuJ_000095100.1	HmN_000152500.1	MCOS_0000552101-mRNA-1
OG0001459	EmuJ_000095150.1	HmN_000152400.1	MCOS_0000552201-mRNA-1
OG0001460	EmuJ_000095200.1	HmN_000152300.1	MCOS_0000552301-mRNA-1
OG0001461	EmuJ_000095300.1	HmN_000152200.1	MCOS_0000552401-mRNA-1
OG0001462	EmuJ_000095400.1	HmN_002149400.1	MCOS_0000552501-mRNA-1
OG0001463	EmuJ_000095500.1	HmN_000152100.1	MCOS_0000552601-mRNA-1
OG0001464	EmuJ_000095700.1	HmN_000642200.1	MCOS_0000552901-mRNA-1
OG0001465	EmuJ_000095850.1	HmN_000642000.1	MCOS_0000553001-mRNA-1
OG0001466	EmuJ_000096100.1	HmN_000487200.1	MCOS_0000553601-mRNA-1
OG0001467	EmuJ_000096200.1	HmN_000487300.1	MCOS_0000553701-mRNA-1
OG0001468	EmuJ_000096300.1	HmN_000487400.1	MCOS_0000553801-mRNA-1
OG0001469	EmuJ_000096600.1	HmN_000487700.1	MCOS_0000554001-mRNA-1
OG0001470	EmuJ_000096700.1	HmN_000487600.1	MCOS_0000554101-mRNA-1
OG0001471	EmuJ_000096900.1	HmN_000487500.1	MCOS_0000111701-mRNA-1
OG0001472	EmuJ_000097000.1	HmN_000487900.1	MCOS_0000111601-mRNA-1
OG0001473	EmuJ_000097200.1	HmN_000488100.1	MCOS_0000174001-mRNA-1
OG0001474	EmuJ_000097300.1	HmN_000488200.1	MCOS_0000174101-mRNA-1
OG0001475	EmuJ_000097600.1	HmN_000488400.1	MCOS_0000583601-mRNA-1
OG0001476	EmuJ_000097800.1	HmN_000488500.1	MCOS_0000424101-mRNA-1
OG0001477	EmuJ_000097900.1	HmN_000488600.1	MCOS_0000584401-mRNA-1
OG0001478	EmuJ_000098100.1	HmN_002099100.1	MCOS_0000584001-mRNA-1
OG0001479	EmuJ_000098600.1	HmN_000797100.1	MCOS_0000314201-mRNA-1
OG0001480	EmuJ_000098700.1	HmN_000797200.1	MCOS_0000234701-mRNA-1
OG0001481	EmuJ_000098800.1	HmN_000797300.1	MCOS_0000234601-mRNA-1
OG0001482	EmuJ_000099000.1	HmN_000797600.1	MCOS_0000234401-mRNA-1
OG0001483	EmuJ_000099100.1	HmN_000797550.1	MCOS_0000234301-mRNA-1
OG0001484	EmuJ_000099300.1	HmN_000017900.1	MCOS_0000386601-mRNA-1
OG0001485	EmuJ_000099400.1	HmN_000297600.1	MCOS_0000135901-mRNA-1
OG0001486	EmuJ_000099700.1	HmN_000299800.1	MCOS_0000136101-mRNA-1
OG0001487	EmuJ_000100100.1	HmN_001006000.1	MCOS_0000136501-mRNA-1
OG0001488	EmuJ_000100200.1	HmN_000298900.1	MCOS_0000825801-mRNA-1
OG0001489	EmuJ_000100500.1	HmN_000299100.1	MCOS_0000826101-mRNA-1
OG0001490	EmuJ_000100600.1	HmN_000299150.1	MCOS_0000826201-mRNA-1
OG0001491	EmuJ_000100900.1	HmN_000299400.1	MCOS_0000313401-mRNA-1
OG0001492	EmuJ_000101000.1	HmN_000299500.1	MCOS_0000061901-mRNA-1
OG0001493	EmuJ_000101100.1	HmN_000016600.1	MCOS_0000935301-mRNA-1
OG0001494	EmuJ_000101600.1	HmN_000016300.1	MCOS_0000183201-mRNA-1
OG0001495	EmuJ_000101700.1	HmN_002184900.1	MCOS_0000183001-mRNA-1
OG0001496	EmuJ_000101800.1	HmN_000017600.1	MCOS_0000182901-mRNA-1
OG0001497	EmuJ_000102000.1	HmN_000017800.1	MCOS_0000182701-mRNA-1
OG0001498	EmuJ_000102100.1	HmN_000017500.1	MCOS_0000034401-mRNA-1
OG0001499	EmuJ_000102300.1	HmN_000017300.1	MCOS_0000034201-mRNA-1
OG0001500	EmuJ_000102400.1	HmN_000017200.1	MCOS_0000034001-mRNA-1
OG0001501	EmuJ_000102500.1	HmN_000017100.1	MCOS_0000033801-mRNA-1
OG0001502	EmuJ_000102600.1	HmN_000017000.1	MCOS_0000033601-mRNA-1
OG0001503	EmuJ_000102700.1	HmN_000016900.1	MCOS_0000033501-mRNA-1
OG0001504	EmuJ_000103200.1, EmuJ_000103300.1		MCOS_0001022901-mRNA-1
OG0001505	EmuJ_000103800.1	HmN_000022600.1	MCOS_0000773801-mRNA-1
OG0001506	EmuJ_000103900.1	HmN_000022700.1	MCOS_0000129301-mRNA-1
OG0001507	EmuJ_000104000.1	HmN_000022800.1	MCOS_0000129401-mRNA-1
OG0001508	EmuJ_000104200.1	HmN_000023000.1	MCOS_0000129501-mRNA-1
OG0001509	EmuJ_000104300.1	HmN_001024300.1	MCOS_0000129601-mRNA-1
OG0001510	EmuJ_000104500.1	HmN_002184700.1	MCOS_0000821101-mRNA-1
OG0001511	EmuJ_000105500.1	HmN_000722800.1	MCOS_0000773401-mRNA-1
OG0001512	EmuJ_000105700.1	HmN_000722700.1	MCOS_0000703201-mRNA-1
OG0001513	EmuJ_000106000.1	HmN_002062100.1	MCOS_0000104001-mRNA-1
OG0001514	EmuJ_000106100.1	HmN_002183300.1	MCOS_0000125101-mRNA-1
OG0001515	EmuJ_000106200.1	HmN_000722400.1	MCOS_0000125201-mRNA-1
OG0001516	EmuJ_000106300.1	HmN_000722500.1	MCOS_0000125301-mRNA-1
OG0001517	EmuJ_000106500.1	HmN_001006500.1	MCOS_0000125501-mRNA-1
OG0001518	EmuJ_000106800.1	HmN_001005900.1	MCOS_0000103201-mRNA-1
OG0001519	EmuJ_000107000.1	HmN_000025800.1	MCOS_0000103601-mRNA-1
OG0001520	EmuJ_000107120.1	HmN_000025700.1	MCOS_0000103501-mRNA-1
OG0001521	EmuJ_000107200.1	HmN_000025600.1	MCOS_0000103701-mRNA-1
OG0001522	EmuJ_000107300.1	HmN_000025500.1	MCOS_0000002301-mRNA-1
OG0001523	EmuJ_000107900.1	HmN_000298300.1	MCOS_0000002601-mRNA-1
OG0001524	EmuJ_000108200.1	HmN_000298400.1	MCOS_0000002801-mRNA-1
OG0001525	EmuJ_000108300.1	HmN_000298600.1	MCOS_0000002901-mRNA-1
OG0001526	EmuJ_000108400.1	HmN_000298700.1	MCOS_0000003101-mRNA-1
OG0001527	EmuJ_000108450.1	HmN_000298800.1	MCOS_0000003201-mRNA-1
OG0001528	EmuJ_000108600.1	HmN_000425500.1	MCOS_0000003301-mRNA-1
OG0001529	EmuJ_000108700.1	HmN_000425600.1	MCOS_0000003401-mRNA-1
OG0001530	EmuJ_000109300.1	HmN_000426200.1	MCOS_0000815901-mRNA-1
OG0001531	EmuJ_000109900.1	HmN_000426000.1	MCOS_0000062501-mRNA-1
OG0001532	EmuJ_000110300.1	HmN_000425900.1	MCOS_0000062401-mRNA-1
OG0001533	EmuJ_000110700.1	HmN_002182700.1	MCOS_0000755201-mRNA-1
OG0001534	EmuJ_000110900.1	HmN_000535200.1	MCOS_0000755301-mRNA-1
OG0001535	EmuJ_000111100.1	HmN_000534800.1	MCOS_0000755601-mRNA-1
OG0001536	EmuJ_000111210.1	HmN_000534700.1	MCOS_0000755501-mRNA-1
OG0001537	EmuJ_000111400.1	HmN_000534600.1	MCOS_0000554301-mRNA-1
OG0001538	EmuJ_000111700.1	HmN_002185500.1	MCOS_0000554501-mRNA-1
OG0001539	EmuJ_000111800.1	HmN_000534300.1	MCOS_0000554701-mRNA-1
OG0001540	EmuJ_000112000.1	HmN_000534200.1	MCOS_0000554801-mRNA-1
OG0001541	EmuJ_000112100.1	HmN_001006600.1	MCOS_0000554901-mRNA-1
OG0001542	EmuJ_000112300.1	HmN_000302800.1	MCOS_0000555001-mRNA-1
OG0001543	EmuJ_000112400.1	HmN_000302700.1	MCOS_0000555101-mRNA-1
OG0001544	EmuJ_000112500.1	HmN_000302600.1	MCOS_0000555201-mRNA-1
OG0001545	EmuJ_000112900.1	HmN_000302300.1	MCOS_0000555301-mRNA-1
OG0001546	EmuJ_000113000.1	HmN_000302100.1	MCOS_0000555401-mRNA-1
OG0001547	EmuJ_000113100.1	HmN_000302000.1	MCOS_0000555501-mRNA-1
OG0001548	EmuJ_000113200.1	HmN_000301900.1	MCOS_0000928101-mRNA-1
OG0001549	EmuJ_000113250.1	HmN_000301800.1	MCOS_0000928201-mRNA-1
OG0001550	EmuJ_000113300.1	HmN_000301700.1	MCOS_0000928301-mRNA-1
OG0001551	EmuJ_000113400.1	HmN_000301600.1	MCOS_0000928401-mRNA-1
OG0001552	EmuJ_000113600.1	HmN_000425300.1	MCOS_0000633201-mRNA-1
OG0001553	EmuJ_000113700.1	HmN_000425200.1	MCOS_0000633301-mRNA-1
OG0001554	EmuJ_000113800.1	HmN_000425100.1	MCOS_0000633401-mRNA-1
OG0001555	EmuJ_000113900.1	HmN_000424900.1	MCOS_0000633501-mRNA-1
OG0001556	EmuJ_000114000.1	HmN_000424800.1	MCOS_0000633601-mRNA-1
OG0001557	EmuJ_000114200.1	HmN_000424700.1	MCOS_0000633701-mRNA-1
OG0001558	EmuJ_000115500.1	HmN_000016000.1	MCOS_0000632801-mRNA-1
OG0001559	EmuJ_000115600.1	HmN_000015900.1	MCOS_0000632701-mRNA-1
OG0001560	EmuJ_000115700.1	HmN_000015800.1	MCOS_0000632601-mRNA-1
OG0001561	EmuJ_000115800.1	HmN_000015700.1	MCOS_0000632501-mRNA-1
OG0001562	EmuJ_000115900.1	HmN_000015600.1	MCOS_0000632401-mRNA-1
OG0001563	EmuJ_000116000.1	HmN_000015500.1	MCOS_0000632301-mRNA-1
OG0001564	EmuJ_000116100.1	HmN_000015400.1	MCOS_0000632201-mRNA-1
OG0001565	EmuJ_000116200.1	HmN_000015300.1	MCOS_0000632101-mRNA-1
OG0001566	EmuJ_000116400.1	HmN_000015200.1	MCOS_0000632001-mRNA-1
OG0001567	EmuJ_000116500.1	HmN_000015100.1	MCOS_0000321701-mRNA-1
OG0001568	EmuJ_000116600.1	HmN_000297900.1	MCOS_0000321801-mRNA-1
OG0001569	EmuJ_000116800.1	HmN_000298100.1	MCOS_0000778601-mRNA-1
OG0001570	EmuJ_000116900.1	HmN_000298000.1	MCOS_0000778701-mRNA-1
OG0001571	EmuJ_000117000.1	HmN_000025400.1	MCOS_0000778801-mRNA-1
OG0001572	EmuJ_000117100.1	HmN_000025300.1	MCOS_0000778901-mRNA-1
OG0001573	EmuJ_000117200.1	HmN_000722300.1	MCOS_0000779001-mRNA-1
OG0001574	EmuJ_000117400.1	HmN_000722200.1	MCOS_0000103801-mRNA-1
OG0001575	EmuJ_000117900.1	HmN_000722900.1	MCOS_0000702901-mRNA-1
OG0001576	EmuJ_000118400.1	HmN_000026000.1	MCOS_0000702601-mRNA-1
OG0001577	EmuJ_000118500.1	HmN_002183100.1	MCOS_0000656701-mRNA-1
OG0001578	EmuJ_000118700.1	HmN_000473900.1	MCOS_0000656801-mRNA-1
OG0001579	EmuJ_000118900.1	HmN_000025100.1	MCOS_0000657001-mRNA-1
OG0001580	EmuJ_000119000.1	HmN_000025000.1	MCOS_0000666601-mRNA-1
OG0001581	EmuJ_000119100.1	HmN_002182800.1	MCOS_0000666701-mRNA-1
OG0001582	EmuJ_000119200.1	HmN_000798200.1	MCOS_0000666801-mRNA-1
OG0001583	EmuJ_000119300.1	HmN_000798300.1	MCOS_0000666901-mRNA-1
OG0001584	EmuJ_000119400.1	HmN_000798400.1	MCOS_0000667001-mRNA-1
OG0001585	EmuJ_000119500.1	HmN_000798500.1	MCOS_0000667101-mRNA-1
OG0001586	EmuJ_000119600.1	HmN_000798600.1	MCOS_0000667201-mRNA-1
OG0001587	EmuJ_000119700.1	HmN_000798700.1	MCOS_0000667301-mRNA-1
OG0001588	EmuJ_000119800.1	HmN_002247900.1	MCOS_0000667401-mRNA-1
OG0001589	EmuJ_000119900.1	HmN_000798900.1	MCOS_0000667501-mRNA-1
OG0001590	EmuJ_000120000.1	HmN_000403300.1	MCOS_0000667601-mRNA-1
OG0001591	EmuJ_000120200.1	HmN_000403100.1	MCOS_0000667801-mRNA-1
OG0001592	EmuJ_000120700.1	HmN_000402700.1, HmN_000403400.1	
OG0001593	EmuJ_000120800.1	HmN_000403600.1	MCOS_0000965001-mRNA-1
OG0001594	EmuJ_000120900.1	HmN_000403800.1	MCOS_0000222701-mRNA-1
OG0001595	EmuJ_000121000.1	HmN_000403900.1	MCOS_0000222801-mRNA-1
OG0001596	EmuJ_000121200.1	HmN_000404000.1	MCOS_0000222901-mRNA-1
OG0001597	EmuJ_000121400.1	HmN_000404200.1	MCOS_0000223001-mRNA-1
OG0001598	EmuJ_000121500.1	HmN_000404300.1	MCOS_0000223201-mRNA-1
OG0001599	EmuJ_000121600.1	HmN_000404500.1	MCOS_0000223101-mRNA-1
OG0001600	EmuJ_000121700.1	HmN_000404600.1	MCOS_0000223301-mRNA-1
OG0001601	EmuJ_000121900.1	HmN_000404700.1	MCOS_0000702401-mRNA-1
OG0001602	EmuJ_000122000.1	HmN_000404800.1, HmN_002182200.1	
OG0001603	EmuJ_000122100.1	HmN_000404900.1	MCOS_0000656601-mRNA-1
OG0001604	EmuJ_000122200.1	HmN_000405000.1	MCOS_0000656501-mRNA-1
OG0001605	EmuJ_000122300.1	HmN_000405100.1	MCOS_0000656401-mRNA-1
OG0001606	EmuJ_000122500.1	HmN_000405200.1	MCOS_0000656301-mRNA-1
OG0001607	EmuJ_000123200.1	HmN_000405500.1	MCOS_0000323701-mRNA-1
OG0001608	EmuJ_000123300.1	HmN_002181700.1	MCOS_0000786101-mRNA-1
OG0001609	EmuJ_000123400.1	HmN_000405700.1	MCOS_0000786001-mRNA-1
OG0001610	EmuJ_000123500.1	HmN_000405800.1	MCOS_0000785901-mRNA-1
OG0001611	EmuJ_000123600.1	HmN_000405900.1	MCOS_0000785801-mRNA-1
OG0001612	EmuJ_000123800.1	HmN_000406200.1	MCOS_0000785601-mRNA-1
OG0001613	EmuJ_000123900.1	HmN_000406300.1	MCOS_0000785501-mRNA-1
OG0001614	EmuJ_000124000.1	HmN_000406700.1	MCOS_0000785401-mRNA-1
OG0001615	EmuJ_000124100.1	HmN_000406600.1	MCOS_0000785301-mRNA-1
OG0001616	EmuJ_000124200.1	HmN_000406500.1	MCOS_0000778401-mRNA-1
OG0001617	EmuJ_000124600.1	HmN_000797700.1	MCOS_0000778301-mRNA-1
OG0001618	EmuJ_000124700.1	HmN_000797800.1	MCOS_0000778201-mRNA-1
OG0001619	EmuJ_000125000.1	HmN_000849700.1	MCOS_0000433001-mRNA-1
OG0001620	EmuJ_000125100.1	HmN_000849800.1	MCOS_0000309301-mRNA-1
OG0001621	EmuJ_000125400.1	HmN_000850000.1	MCOS_0000309401-mRNA-1
OG0001622	EmuJ_000125700.1	HmN_000303000.1	MCOS_0000392401-mRNA-1
OG0001623	EmuJ_000125800.1	HmN_000303300.1	MCOS_0000392301-mRNA-1
OG0001624	EmuJ_000125900.1	HmN_000303400.1	MCOS_0000154401-mRNA-1
OG0001625	EmuJ_000126100.1	HmN_000549700.1	MCOS_0000154301-mRNA-1
OG0001626	EmuJ_000126400.1	HmN_000549600.1	MCOS_0000154101-mRNA-1
OG0001627	EmuJ_000126500.1	HmN_000549500.1	MCOS_0000154001-mRNA-1
OG0001628	EmuJ_000126600.1	HmN_000549400.1	MCOS_0000153901-mRNA-1
OG0001629	EmuJ_000126700.1	HmN_000549300.1	MCOS_0000299601-mRNA-1
OG0001630	EmuJ_000127000.1	HmN_000549000.1	MCOS_0000880201-mRNA-1
OG0001631	EmuJ_000127100.1	HmN_000548900.1	MCOS_0000541801-mRNA-1
OG0001632	EmuJ_000127400.1	HmN_000015000.1	MCOS_0000542101-mRNA-1
OG0001633	EmuJ_000127600.1	HmN_000548500.1	MCOS_0000542201-mRNA-1
OG0001634	EmuJ_000127800.1	HmN_000548400.1	MCOS_0000542301-mRNA-1
OG0001635	EmuJ_000127900.1	HmN_000548300.1	MCOS_0000542401-mRNA-1
OG0001636	EmuJ_000128100.1	HmN_000548100.1	MCOS_0000595001-mRNA-1
OG0001637	EmuJ_000128200.1	HmN_000548000.1	MCOS_0000542501-mRNA-1
OG0001638	EmuJ_000128500.1	HmN_000547800.1	MCOS_0000542601-mRNA-1
OG0001639	EmuJ_000128600.1	HmN_000547700.1	MCOS_0000542701-mRNA-1
OG0001640	EmuJ_000129100.1	HmN_000737800.1	MCOS_0000543001-mRNA-1
OG0001641	EmuJ_000129200.1	HmN_000737900.1	MCOS_0000543101-mRNA-1
OG0001642	EmuJ_000129400.1	HmN_000738000.1	MCOS_0000543201-mRNA-1
OG0001643	EmuJ_000129600.1	HmN_000738200.1	MCOS_0000543301-mRNA-1
OG0001644	EmuJ_000129900.1	HmN_000738700.1	MCOS_0000543601-mRNA-1
OG0001645	EmuJ_000130200.1	HmN_000307400.1	MCOS_0000777701-mRNA-1
OG0001646	EmuJ_000130400.1	HmN_000307200.1	MCOS_0000777901-mRNA-1
OG0001647	EmuJ_000130600.1	HmN_000307100.1	MCOS_0000778001-mRNA-1
OG0001648	EmuJ_000130800.1	HmN_000307000.1	MCOS_0001012601-mRNA-1
OG0001649	EmuJ_000130900.1	HmN_000621400.1	MCOS_0000696901-mRNA-1
OG0001650	EmuJ_000131100.1	HmN_000621300.1	MCOS_0000696601-mRNA-1
OG0001651	EmuJ_000131500.1	HmN_000621200.1	MCOS_0000696401-mRNA-1
OG0001652	EmuJ_000131600.1	HmN_000621100.1	MCOS_0000696301-mRNA-1
OG0001653	EmuJ_000131800.1	HmN_000621000.1	MCOS_0000696101-mRNA-1
OG0001654	EmuJ_000132100.1	HmN_000620900.1	MCOS_0000696001-mRNA-1
OG0001655	EmuJ_000132300.1	HmN_000620800.1	MCOS_0000695701-mRNA-1
OG0001656	EmuJ_000132400.1	HmN_000620700.1	MCOS_0000695601-mRNA-1
OG0001657	EmuJ_000132500.1	HmN_000620600.1	MCOS_0000695501-mRNA-1
OG0001658	EmuJ_000132700.1	HmN_000620400.1	MCOS_0000695401-mRNA-1
OG0001659	EmuJ_000135900.1	HmN_000429400.1	MCOS_0000227101-mRNA-1
OG0001660	EmuJ_000136000.1	HmN_000429500.1	MCOS_0000227001-mRNA-1
OG0001661	EmuJ_000136100.1	HmN_000429600.1	MCOS_0000226901-mRNA-1
OG0001662	EmuJ_000136400.1	HmN_000429700.1	MCOS_0000766001-mRNA-1
OG0001663	EmuJ_000136500.1	HmN_000429800.1	MCOS_0000901801-mRNA-1
OG0001664	EmuJ_000136800.1	HmN_000428600.1	MCOS_0000404601-mRNA-1
OG0001665	EmuJ_000136850.1	HmN_000428800.1	MCOS_0000987201-mRNA-1
OG0001666	EmuJ_000136900.1	HmN_000428500.1	MCOS_0000987101-mRNA-1
OG0001667	EmuJ_000137000.1	HmN_000428400.1	MCOS_0000928501-mRNA-1
OG0001668	EmuJ_000137100.1	HmN_000992300.1	MCOS_0000928601-mRNA-1
OG0001669	EmuJ_000137200.1	HmN_000428200.1	MCOS_0000928701-mRNA-1
OG0001670	EmuJ_000137600.1	HmN_000426800.1	MCOS_0000685001-mRNA-1
OG0001671	EmuJ_000137900.1	HmN_000427200.1	MCOS_0000685401-mRNA-1
OG0001672	EmuJ_000138200.1	HmN_000427800.1	MCOS_0000685801-mRNA-1
OG0001673	EmuJ_000139000.1	HmN_000248800.1	MCOS_0000207501-mRNA-1
OG0001674	EmuJ_000139100.1	HmN_000248700.1	MCOS_0000917701-mRNA-1
OG0001675	EmuJ_000139300.1	HmN_000535500.1	MCOS_0000917601-mRNA-1
OG0001676	EmuJ_000139800.1	HmN_000248300.1	MCOS_0000686001-mRNA-1
OG0001677	EmuJ_000139900.1	HmN_000248100.1	MCOS_0000242901-mRNA-1
OG0001678	EmuJ_000140200.1	HmN_000247600.1	MCOS_0000193401-mRNA-1
OG0001679	EmuJ_000140400.1	HmN_000247300.1	MCOS_0000193501-mRNA-1
OG0001680	EmuJ_000140500.1	HmN_000247200.1	MCOS_0000193601-mRNA-1
OG0001681	EmuJ_000140600.1	HmN_002092400.1	MCOS_0000305701-mRNA-1
OG0001682	EmuJ_000140900.1	HmN_000242400.1	MCOS_0000562401-mRNA-1
OG0001683	EmuJ_000141000.1	HmN_000242500.1	MCOS_0000562501-mRNA-1
OG0001684	EmuJ_000141100.1	HmN_002169700.1	MCOS_0000562601-mRNA-1
OG0001685	EmuJ_000141200.1	HmN_000242700.1	MCOS_0000562701-mRNA-1
OG0001686	EmuJ_000141400.1	HmN_000242800.1	MCOS_0000562901-mRNA-1
OG0001687	EmuJ_000141500.1	HmN_000242900.1	MCOS_0000562801-mRNA-1
OG0001688	EmuJ_000141600.1, EmuJ_000141700.1		MCOS_0000563001-mRNA-1
OG0001689	EmuJ_000141900.1	HmN_001015600.1, HmN_002088500.1	
OG0001690	EmuJ_000142100.1, EmuJ_000142400.1		MCOS_0000747201-mRNA-1
OG0001691	EmuJ_000144800.1	HmN_000248500.1	MCOS_0000917301-mRNA-1
OG0001692	EmuJ_000145900.1	HmN_000428000.1	MCOS_0000986401-mRNA-1
OG0001693	EmuJ_000149000.1	HmN_000755300.1	MCOS_0000707401-mRNA-1
OG0001694	EmuJ_000149100.1	HmN_000755200.1	MCOS_0000258501-mRNA-1
OG0001695	EmuJ_000149200.1	HmN_000755100.1	MCOS_0000258601-mRNA-1
OG0001696	EmuJ_000149300.1	HmN_002172000.1	MCOS_0000813601-mRNA-1
OG0001697	EmuJ_000149500.1	HmN_000754500.1	MCOS_0000813801-mRNA-1
OG0001698	EmuJ_000149750.1	HmN_000754400.1	MCOS_0000814101-mRNA-1
OG0001699	EmuJ_000149900.1	HmN_000754300.1	MCOS_0000814301-mRNA-1
OG0001700	EmuJ_000150100.1	HmN_000754000.1	MCOS_0000370601-mRNA-1
OG0001701	EmuJ_000150600.1		MCOS_0000183401-mRNA-1, MCOS_0000987001-mRNA-1
OG0001702	EmuJ_000150700.1	HmN_002171100.1	MCOS_0000989801-mRNA-1
OG0001703	EmuJ_000150800.1	HmN_000888700.1	MCOS_0000989701-mRNA-1
OG0001704	EmuJ_000150900.1	HmN_000888600.1	MCOS_0000989601-mRNA-1
OG0001705	EmuJ_000151100.1	HmN_000888400.1	MCOS_0000966801-mRNA-1
OG0001706	EmuJ_000151200.1	HmN_000888300.1	MCOS_0000966701-mRNA-1
OG0001707	EmuJ_000151250.1	HmN_000888200.1	MCOS_0000966601-mRNA-1
OG0001708	EmuJ_000151600.1	HmN_000888000.1	MCOS_0000252201-mRNA-1
OG0001709	EmuJ_000151700.1	HmN_000887900.1	MCOS_0000993601-mRNA-1
OG0001710	EmuJ_000153100.1	HmN_000709600.1	MCOS_0000040901-mRNA-1
OG0001711	EmuJ_000153200.1	HmN_000124000.1	MCOS_0000351201-mRNA-1
OG0001712	EmuJ_000153900.1	HmN_000709700.1	MCOS_0000040701-mRNA-1
OG0001713	EmuJ_000154700.1	HmN_000708700.1	MCOS_0000198601-mRNA-1
OG0001714	EmuJ_000154800.1	HmN_000708500.1	MCOS_0000881101-mRNA-1
OG0001715	EmuJ_000154900.1	HmN_000708300.1	MCOS_0000881201-mRNA-1
OG0001716	EmuJ_000155000.1	HmN_000708200.1	MCOS_0000881301-mRNA-1
OG0001717	EmuJ_000156500.1	HmN_000706800.1	MCOS_0000874701-mRNA-1
OG0001718	EmuJ_000156600.1	HmN_000706700.1	MCOS_0000874601-mRNA-1
OG0001719	EmuJ_000156800.1	HmN_000706600.1	MCOS_0000874401-mRNA-1
OG0001720	EmuJ_000157500.1	HmN_000706500.1	MCOS_0000874301-mRNA-1
OG0001721	EmuJ_000157900.1	HmN_002067700.1	MCOS_0000782601-mRNA-1
OG0001722	EmuJ_000157950.1	HmN_000133000.1	MCOS_0000409901-mRNA-1
OG0001723	EmuJ_000158100.1	HmN_000132500.1	MCOS_0000782501-mRNA-1
OG0001724	EmuJ_000158250.1	HmN_000132600.1	MCOS_0000782401-mRNA-1
OG0001725	EmuJ_000158300.1	HmN_000132800.1	MCOS_0000782201-mRNA-1
OG0001726	EmuJ_000158800.1	HmN_000132400.1	MCOS_0000249901-mRNA-1
OG0001727	EmuJ_000158900.1	HmN_002206500.1	MCOS_0000283301-mRNA-1
OG0001728	EmuJ_000159050.1	HmN_000132300.1	MCOS_0000283201-mRNA-1
OG0001729	EmuJ_000159200.1	HmN_002035200.1	MCOS_0000464201-mRNA-1
OG0001730	EmuJ_000159400.1	HmN_000132000.1	MCOS_0000283101-mRNA-1
OG0001731	EmuJ_000159500.1	HmN_000131900.1	MCOS_0000861801-mRNA-1
OG0001732	EmuJ_000159600.1	HmN_000131800.1	MCOS_0000744601-mRNA-1
OG0001733	EmuJ_000159700.1	HmN_000131600.1	MCOS_0000744701-mRNA-1
OG0001734	EmuJ_000159800.1	HmN_000131100.1	MCOS_0000744801-mRNA-1
OG0001735	EmuJ_000161100.1		MCOS_0000468701-mRNA-1, MCOS_0000968801-mRNA-1
OG0001736	EmuJ_000162000.1	HmN_000130900.1	MCOS_0000756601-mRNA-1
OG0001737	EmuJ_000162500.1	HmN_000130200.1	MCOS_0000757201-mRNA-1
OG0001738	EmuJ_000162700.1	HmN_000130000.1	MCOS_0001054901-mRNA-1
OG0001739	EmuJ_000162800.1	HmN_000129900.1	MCOS_0000052801-mRNA-1
OG0001740	EmuJ_000162900.1	HmN_000129800.1	MCOS_0000052701-mRNA-1
OG0001741	EmuJ_000163000.1	HmN_000129700.1	MCOS_0000052601-mRNA-1
OG0001742	EmuJ_000163100.1	HmN_000129500.1	MCOS_0000052501-mRNA-1
OG0001743	EmuJ_000163400.1	HmN_000128500.1	MCOS_0000052301-mRNA-1
OG0001744	EmuJ_000163600.1	HmN_000128600.1	MCOS_0000052201-mRNA-1
OG0001745	EmuJ_000163800.1	HmN_000128200.1	MCOS_0000051901-mRNA-1
OG0001746	EmuJ_000163900.1	HmN_000128300.1	MCOS_0000051801-mRNA-1
OG0001747	EmuJ_000164000.1	HmN_000128400.1	MCOS_0000962301-mRNA-1
OG0001748	EmuJ_000164100.1	HmN_000127900.1	MCOS_0000962201-mRNA-1
